BFS_NR;GEBIET_NAME;THEMA_NAME;SET_NAME;SUBSET_NAME;INDIKATOR_ID;INDIKATOR_NAME;INDIKATOR_JAHR;INDIKATOR_VALUE;EINHEIT_KURZ;EINHEIT_LANG;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;447;Gebäude mit Wohnnutzung (Wohngebäude) [Anz.];2015;112030;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;447;Gebäude mit Wohnnutzung (Wohngebäude) [Anz.];2016;112941;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;447;Gebäude mit Wohnnutzung (Wohngebäude) [Anz.];2017;113054;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;447;Gebäude mit Wohnnutzung (Wohngebäude) [Anz.];2018;113010;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;447;Gebäude mit Wohnnutzung (Wohngebäude) [Anz.];2019;113425;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;447;Gebäude mit Wohnnutzung (Wohngebäude) [Anz.];2020;113779;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;447;Gebäude mit Wohnnutzung (Wohngebäude) [Anz.];2021;114355;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;448;Einfamilienhäuser [Anz.];1990;47763;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;448;Einfamilienhäuser [Anz.];2000;57699;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;448;Einfamilienhäuser [Anz.];2009;64978;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;448;Einfamilienhäuser [Anz.];2010;65573;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;448;Einfamilienhäuser [Anz.];2011;66117;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;448;Einfamilienhäuser [Anz.];2012;66677;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;448;Einfamilienhäuser [Anz.];2013;67127;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;448;Einfamilienhäuser [Anz.];2014;67509;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;448;Einfamilienhäuser [Anz.];2015;67740;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;448;Einfamilienhäuser [Anz.];2016;67951;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;448;Einfamilienhäuser [Anz.];2017;68068;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;448;Einfamilienhäuser [Anz.];2018;67824;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;448;Einfamilienhäuser [Anz.];2019;67910;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;448;Einfamilienhäuser [Anz.];2020;67916;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;448;Einfamilienhäuser [Anz.];2021;68051;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;455;Anteil der Einfamilienhäuser am Wohngebäudebestand [%];1990;55.5;%;Prozent;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;455;Anteil der Einfamilienhäuser am Wohngebäudebestand [%];2000;59.3;%;Prozent;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;455;Anteil der Einfamilienhäuser am Wohngebäudebestand [%];2009;60.7;%;Prozent;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;455;Anteil der Einfamilienhäuser am Wohngebäudebestand [%];2010;60.8;%;Prozent;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;455;Anteil der Einfamilienhäuser am Wohngebäudebestand [%];2011;60.8;%;Prozent;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;455;Anteil der Einfamilienhäuser am Wohngebäudebestand [%];2012;60.8;%;Prozent;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;455;Anteil der Einfamilienhäuser am Wohngebäudebestand [%];2013;60.7;%;Prozent;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;455;Anteil der Einfamilienhäuser am Wohngebäudebestand [%];2014;60.6;%;Prozent;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;455;Anteil der Einfamilienhäuser am Wohngebäudebestand [%];2015;60.5;%;Prozent;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;455;Anteil der Einfamilienhäuser am Wohngebäudebestand [%];2016;60.2;%;Prozent;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;455;Anteil der Einfamilienhäuser am Wohngebäudebestand [%];2017;60.2;%;Prozent;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;455;Anteil der Einfamilienhäuser am Wohngebäudebestand [%];2018;60.0;%;Prozent;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;455;Anteil der Einfamilienhäuser am Wohngebäudebestand [%];2019;59.9;%;Prozent;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;455;Anteil der Einfamilienhäuser am Wohngebäudebestand [%];2020;59.7;%;Prozent;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;455;Anteil der Einfamilienhäuser am Wohngebäudebestand [%];2021;59.5;%;Prozent;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;449;Mehrfamilienhäuser [Anz.];1990;18490;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;449;Mehrfamilienhäuser [Anz.];2000;20116;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;449;Mehrfamilienhäuser [Anz.];2009;22725;Anz.;Anzahl;
