T_Y;Oberkategorie;Kategorie;Standort;Sektor;Untersektor;TAG_CO2-eq./a_Schweiz;TAG/a_Schweiz;TAG_CO2-eq./a_Stadt_St.Gallen;TAG/a_Stadt_St.Gallen
2018;Übrige Materialien;Aluminium;Schweiz;Mobilität;Recycling;1807.837957;15304;16.037698770039206;135.76490139856048
2018;Übrige Materialien;Andere Metalle;Schweiz;Mobilität;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Andere Metalle;Schweiz;Mobilität;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Asphalt;Schweiz;Mobilität;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Beton;Schweiz;Mobilität;Deponie;0.0;0;0.0;0.0
2018;Übrige Materialien;Beton;Schweiz;Mobilität;Recycling;0.0;0;0.0;0.0
2018;Übrige Materialien;Elektronik, Batterien;Schweiz;Mobilität;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Elektronik, Batterien;Schweiz;Mobilität;Verbrennung;2622.751363;1072;23.266961591128794;9.509930364561999
2018;Übrige Materialien;Glas, Keramik;Schweiz;Mobilität;Deponie;19.23080794;3510;0.17060041451834512;31.137924980981918
2018;Übrige Materialien;Glas, Keramik;Schweiz;Mobilität;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Glas, Keramik;Schweiz;Mobilität;Recycling;1.208924948;228;0.01072461946964714;2.022634443209082
2018;Übrige Materialien;Kies, Sand;Schweiz;Mobilität;Deponie;0.0;0;0.0;0.0
2018;Übrige Materialien;Kunststoff;Schweiz;Mobilität;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Kunststoff;Schweiz;Mobilität;Verbrennung;56152.25291;23166;498.1380736822518;205.51030487448065
2018;Übrige Materialien;Mauerwerk;Schweiz;Mobilität;Recycling;0.0;0;0.0;0.0
2018;Übrige Materialien;Stahl;Schweiz;Mobilität;Verbrennung;241.9640585;0;2.1465124506173563;0.0
2018;Wasser;Wasser;Schweiz;Mobilität;Verbrennung;0.0;0;0.0;0.0
2018;Energie;Brennstoff;Schweiz;Produktion und Konsum;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Energie;Brennstoff;Schweiz;Produktion und Konsum;Verbrennung;0.0;0;0.0;0.0
2018;Energie;Elektrizität;Schweiz;Produktion und Konsum;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Energie;Treibstoff;Schweiz;Produktion und Konsum;Deponie;0.0;0;0.0;0.0
2018;Nahrung;Nahrung für Menschen;Schweiz;Produktion und Konsum;Verbrennung;191594.1043;373833;1699.6703266358477;3316.348692141143
2018;Übrige Materialien;Aluminium;Schweiz;Produktion und Konsum;Verbrennung;0.0;0;0.0;0.0
2018;Übrige Materialien;Andere Metalle;Schweiz;Produktion und Konsum;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Asphalt;Schweiz;Produktion und Konsum;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Asphalt;Schweiz;Produktion und Konsum;Deponie;0.0;0;0.0;0.0
2018;Übrige Materialien;Elektronik, Batterien;Schweiz;Produktion und Konsum;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Elektronik, Batterien;Schweiz;Produktion und Konsum;Verbrennung;24617.67192;48033;218.38838217988177;426.11052723974484
2018;Übrige Materialien;Glas, Keramik;Schweiz;Produktion und Konsum;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Glas, Keramik;Schweiz;Produktion und Konsum;Verbrennung;0.0;0;0.0;0.0
2018;Übrige Materialien;Holz, Papier;Schweiz;Produktion und Konsum;Recycling;61642.57564;1217539;546.8438449894084;10801.036479606764
2018;Übrige Materialien;Kies, Sand;Schweiz;Produktion und Konsum;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Kunststoff;Schweiz;Produktion und Konsum;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Stahl;Schweiz;Produktion und Konsum;Deponie;312.5319303;38032;2.7725344159096497;337.3896190531921
2018;Übrige Materialien;Stahl;Schweiz;Produktion und Konsum;Recycling;5036.056082;496822;44.67587933941132;4407.409163789573
2018;Übrige Materialien;Textilien, Leder;Schweiz;Produktion und Konsum;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Wasser;Wasser;Schweiz;Produktion und Konsum;Verbrennung;0.0;0;0.0;0.0
2018;Energie;Brennstoff;Schweiz;Bau;Deponie;0.0;0;0.0;0.0
2018;Energie;Brennstoff;Schweiz;Bau;Verbrennung;0.0;0;0.0;0.0
2018;Energie;Elektrizität;Schweiz;Bau;Deponie;0.0;0;0.0;0.0
2018;Energie;Treibstoff;Schweiz;Bau;Recycling;0.0;0;0.0;0.0
2018;Übrige Materialien;Aluminium;Schweiz;Bau;Recycling;6861.159318;15174;60.86674191636725;134.61164491778337
2018;Übrige Materialien;Andere Metalle;Schweiz;Bau;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Andere Metalle;Schweiz;Bau;Recycling;4187.601353;32189;37.149064609678746;285.55517584411024
2018;Übrige Materialien;Asphalt;Schweiz;Bau;Deponie;2794.0;509081;24.78614313300954;4516.161249926853
2018;Übrige Materialien;Asphalt;Schweiz;Bau;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Asphalt;Schweiz;Bau;Verbrennung;0.0;0;0.0;0.0
2018;Übrige Materialien;Beton;Schweiz;Bau;Recycling;31533.0;5596761;279.735666218035;49650.00688161975
2018;Übrige Materialien;Beton;Schweiz;Bau;Verbrennung;0.0;0;0.0;0.0
2018;Übrige Materialien;Elektronik, Batterien;Schweiz;Bau;Deponie;0.0;0;0.0;0.0
2018;Übrige Materialien;Kies, Sand;Schweiz;Bau;Deponie;2356.0;433114;20.900555913160513;3842.242518579203
2018;Übrige Materialien;Kunststoff;Schweiz;Bau;Verbrennung;101598.0;90227;901.2965533384048;800.422096085201
2018;Übrige Materialien;Mauerwerk;Schweiz;Bau;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Textilien, Leder;Schweiz;Bau;Abwasser;0.0;0;0.0;0.0
2018;Energie;Elektrizität;Schweiz;Mobilität;Abwasser;0.0;0;0.0;0.0
2018;Energie;Elektrizität;Schweiz;Mobilität;Recycling;0.0;0;0.0;0.0
2018;Übrige Materialien;Aluminium;Schweiz;Mobilität;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Aluminium;Schweiz;Mobilität;Deponie;19.12069291;449;0.16962356165697232;3.9831704605301654
2018;Übrige Materialien;Aluminium;Schweiz;Mobilität;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Andere Metalle;Schweiz;Mobilität;Deponie;4.378186347;110;0.03883978291328925;0.9758324068113992
2018;Übrige Materialien;Asphalt;Schweiz;Mobilität;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Asphalt;Schweiz;Mobilität;Recycling;0.0;0;0.0;0.0
2018;Übrige Materialien;Beton;Schweiz;Mobilität;Verbrennung;0.0;0;0.0;0.0
2018;Übrige Materialien;Glas, Keramik;Schweiz;Mobilität;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Glas, Keramik;Schweiz;Mobilität;Verbrennung;111.0276233;112;0.9849486624308034;0.99357481420797
2018;Übrige Materialien;Holz, Papier;Schweiz;Mobilität;Recycling;0.0;0;0.0;0.0
2018;Übrige Materialien;Kies, Sand;Schweiz;Mobilität;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Kies, Sand;Schweiz;Mobilität;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Kunststoff;Schweiz;Mobilität;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Kunststoff;Schweiz;Mobilität;Recycling;294.4473586;1502;2.612102496562701;13.324547954824741
2018;Übrige Materialien;Mauerwerk;Schweiz;Mobilität;Verbrennung;0.0;0;0.0;0.0
2018;Übrige Materialien;Stahl;Schweiz;Mobilität;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Textilien, Leder;Schweiz;Mobilität;Verbrennung;0.0;0;0.0;0.0
2018;Energie;Brennstoff;Schweiz;Produktion und Konsum;Recycling;0.0;0;0.0;0.0
2018;Energie;Elektrizität;Schweiz;Produktion und Konsum;Abwasser;0.0;0;0.0;0.0
2018;Nahrung;Tierfutter, Tiere;Schweiz;Produktion und Konsum;Verbrennung;24877.05554;48539;220.68942710890045;430.5993563110773
2018;Übrige Materialien;Aluminium;Schweiz;Produktion und Konsum;Recycling;2526.750336;64739;22.415316925367197;574.3128562233015
2018;Übrige Materialien;Andere Metalle;Schweiz;Produktion und Konsum;Recycling;906.0248386;13972;8.037530898926795;123.94845807244427
2018;Übrige Materialien;Andere Metalle;Schweiz;Produktion und Konsum;Verbrennung;0.0;0;0.0;0.0
2018;Übrige Materialien;Beton;Schweiz;Produktion und Konsum;Deponie;9.970368612;4320;0.08844917090404353;38.32359997659313
2018;Übrige Materialien;Beton;Schweiz;Produktion und Konsum;Recycling;1.150150385;377;0.010203218348996432;3.3444437942536136
2018;Übrige Materialien;Chemische Grundstoffe;Schweiz;Produktion und Konsum;Deponie;0.068301984;8;0.0006059208130610333;0.07096962958628357
2018;Übrige Materialien;Chemische Grundstoffe;Schweiz;Produktion und Konsum;Recycling;172710.3952;120815;1532.149096630581;1071.7744748083562
2018;Übrige Materialien;Chemische Grundstoffe;Schweiz;Produktion und Konsum;Verbrennung;475349.0833;927488;4216.918545747557;8227.934975715372
2018;Übrige Materialien;Glas, Keramik;Schweiz;Produktion und Konsum;Recycling;4415.911657;217298;39.174451822880215;1927.694821230031
2018;Übrige Materialien;Holz, Papier;Schweiz;Produktion und Konsum;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Holz, Papier;Schweiz;Produktion und Konsum;Verbrennung;825691.676;1611066;7324.8790497747095;14292.09465738194
2018;Übrige Materialien;Kies, Sand;Schweiz;Produktion und Konsum;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Kies, Sand;Schweiz;Produktion und Konsum;Deponie;1434.178515;331083;12.722889746269532;2937.1047340394402
2018;Übrige Materialien;Kunststoff;Schweiz;Produktion und Konsum;Deponie;0.0;0;0.0;0.0
2018;Wasser;Wasser;Schweiz;Produktion und Konsum;Abwasser;260532.3235;629959953;2311.2353117561;5588503.064825326
2018;Energie;Treibstoff;Schweiz;Bau;Verbrennung;0.0;0;0.0;0.0
2018;Nahrung;Nahrung für Menschen;Schweiz;Bau;Deponie;0.0;0;0.0;0.0
2018;Übrige Materialien;Aluminium;Schweiz;Bau;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Andere Metalle;Schweiz;Bau;Deponie;6.514257112;657;0.05778930178355667;5.828380829773538
2018;Übrige Materialien;Andere Metalle;Schweiz;Bau;Verbrennung;0.0;0;0.0;0.0
2018;Übrige Materialien;Beton;Schweiz;Bau;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Chemische Grundstoffe;Schweiz;Bau;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Chemische Grundstoffe;Schweiz;Bau;Deponie;0.0;0;0.0;0.0
2018;Übrige Materialien;Chemische Grundstoffe;Schweiz;Bau;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Elektronik, Batterien;Schweiz;Bau;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Glas, Keramik;Schweiz;Bau;Verbrennung;0.0;0;0.0;0.0
2018;Übrige Materialien;Holz, Papier;Schweiz;Bau;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Holz, Papier;Schweiz;Bau;Recycling;0.0;37361;0.0;331.4370413716426
2018;Übrige Materialien;Holz, Papier;Schweiz;Bau;Verbrennung;3720.0;325043;33.000877757621865;2883.522663701797
2018;Übrige Materialien;Kies, Sand;Schweiz;Bau;Verbrennung;0.0;0;0.0;0.0
2018;Übrige Materialien;Kunststoff;Schweiz;Bau;Deponie;55.0;11278;0.4879162034056996;100.04943530926327
